"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"
"petF(all4148)"	29.8109945452864	49.9280807862846	13.6771240484193	4.03240537239924	0.868351662168463	0.437387671739859	0.268793021505497	0.165836734420816	0.109328139895629	0.0772100730478955	0.0648245071363979	0.145280827071767	0.0610558939071687	0.0404370965233143	0.0244292549998864	0.0420383558611193	0.108837120432259	0.137584888900383
"isiB(alr2405)"	15.7466383122988	57.4333828308379	19.3163278074113	5.23940473530653	1.16028701318771	0.381813550964384	0.189850123612434	0.174256006963765	0.0916448657650259	0.0474722826843943	0.0257363832905514	0.0277705663187652	0.0225421009449442	0.0252521432915752	0.0269548922226191	0.0343023758131388	0.029073653311032	0.0272903557750771
"cytA(alr4251)"	30.1402227944607	37.6465500594155	13.4282852674618	7.59175393966724	3.08446982990834	1.6844246319718	1.05821633390604	0.890690298798617	0.613387304837341	0.496959318097475	0.411226567679433	0.320099005803663	0.301686418043563	0.23087737639386	0.340967407868348	0.610297067525359	0.559243655844818	0.590642722316064
"psaC(asr3463)"	2.41476522002355	4.35865326893713	4.96871671581681	3.02811441049393	2.25729637073305	2.13286779726933	5.99906682923951	12.9742204920333	7.27022286741145	4.73335840198279	4.31261272083853	4.42560591949214	3.96068521779594	4.42590092696032	6.4143799926668	7.50073873088773	8.26734837325596	10.5554457441617
"avaIR(all3631)"	1.91521509640807	7.14131149897088	30.2662935774938	29.1928084966899	11.4965346537978	5.71418486737611	2.81842613966739	1.95358195597223	1.29577940225882	1.59773030136564	0.917847356232585	1.02248359039559	0.775143661410452	0.686240209103135	0.768599085222456	0.692658394609071	0.666960239582193	1.07820147344384
"rpsU1(asr0742)"	1.02973763747832	3.02458490727806	3.6194605003522	2.23447188436355	1.21932487093155	1.04368891192632	1.03221356877799	0.821002978470815	0.60909219416423	0.659290404628837	0.325135454513116	0.469499591927621	0.484476714381459	2.35080873448205	3.60456852203467	33.3732457289931	28.3017030379245	15.7976943573716
"ssb1(alr0088)"	1.16900271538113	10.3063428906802	34.9180465138117	22.8718983807163	10.2221869155902	5.25332356223798	2.73639053773377	1.8158496799295	1.67546187692592	0.911154983838692	0.686271145298744	0.579170485734958	0.666037767955472	0.523725459455548	0.705277316453208	0.706284672685089	2.62253878580694	1.63103630976476
"trxM1(alr0052)"	34.8556220861872	42.5155809660999	13.4404966923984	5.12776656379038	1.40536783800349	0.71349551133186	0.374791979720589	0.304164104269967	0.171059060583367	0.12871808422579	0.080594583363283	0.0880745512909748	0.0667370172884629	0.0511445071528296	0.0645555731907396	0.107845505640309	0.13520490205153	0.368780473410828
"ntcA(alr4392)"	1.90314358084684	25.382012711582	32.1026906447983	15.0015807417138	6.81383714786728	3.53945444453192	2.40521013213834	2.24291800518412	1.15752456876149	0.781535937397098	0.989433091592527	0.947830202415691	0.827371404477596	0.779806901350858	0.884115025057288	0.973093168035223	1.08123823666432	2.18720405558527
"atpI(all0010)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"atpA(all0005)"	0.273744366777494	2.24845476985699	7.08412810720529	5.5529933410148	2.77335061731794	2.93060770921014	5.3330053944868	28.9036318645048	14.2038452017365	4.98153270384906	3.64696627743109	3.02638664262142	2.73330887954612	2.79123219302052	3.73869192999179	3.52057579611508	3.10594587789502	3.15159832741906
"atpD(all0006)"	2.17203891742866	26.5361611114545	22.8626515413273	10.0760945202133	3.12291355331016	1.84704435974974	1.45165668618153	4.13814401234336	4.29677832785607	2.6319606196759	2.56498728523955	2.5379669983189	2.65144486981258	2.98103343607272	3.13525641556738	2.44369191431289	2.28982123984416	2.26035419129125
"atpF(all0007)"	1.14619781925483	14.7237060823771	29.563230095472	23.0181505147413	7.51875202142991	3.59920529763622	1.6072980611116	1.43441636665624	1.18317168239481	1.37263739756064	1.26748230233041	1.3025288952674	1.49519866104881	1.51996059172311	2.38620728340345	2.0611804940284	2.323672207372	2.47700422619179
"atpC(all0004)"	0.4381179950549	1.73703829477671	3.79332362583902	4.90799775915196	5.74936744959004	4.71935946921041	5.20899993626445	29.6441901284916	13.6158951028636	4.81529914272338	3.94558115792583	3.45477951461036	3.16223995368417	3.15826388196915	3.68909388868046	3.03351244469415	2.51750199184708	2.40943826262275
"atpG(all0008)"	1.45108346169646	18.3019473139587	30.3535871570108	14.6066127909033	6.01047111212013	3.44024279632274	1.48862536047197	1.00869995775884	1.2184131988125	1.11460290015752	1.4644634314454	1.72545424122937	2.30891248447423	2.71588669743552	3.38378606947427	3.03711691147312	3.16418831790612	3.20590579734897
"nifS(all1457)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"psbO(all3854)"	1.8152793231732	25.9076709459617	43.7232289168591	16.6622300347487	4.87608217707551	2.38873666035147	1.08060583353053	0.716565322835211	0.327963098367762	0.23695865530655	0.176266349232019	0.189164789648478	0.179320955031698	0.191973102079458	0.292187133306968	0.3702116510866	0.364446372749549	0.501108678655424
"hesB(all1431)"	13.7506053809949	41.3050535399605	21.369336758044	8.67029114519497	4.15688978640368	2.54013804072442	1.67356996789006	1.42445205279714	0.796029985888137	0.582421790813307	0.512410049094115	0.532133013895447	0.593668104489646	0.155235115738613	0.228223938497883	0.227835521225486	0.365714401348468	1.11599140699918
"psbB(all0138)"	0.526619940255769	1.63055011513723	3.78780375211997	6.77022100935268	5.83964875392061	10.7891699154077	25.5476481076639	19.6245796804187	7.47393256846273	3.56782012346931	2.37667215089503	1.89871347675743	1.41566558071801	1.32913708948671	1.68226683772149	1.67329556878461	1.75281780248361	2.31343752694449
"trxX(all2341)"	16.6802475543357	40.5274483458866	19.8591272368165	9.2617396366569	3.52408342159839	2.02685305684312	1.1229007236305	0.841145893349121	0.519849299186989	0.498817030875778	0.455115263783616	0.452886699692971	0.453484760322773	0.561350820908959	0.547139242344655	0.646331711822755	0.609867734869242	1.41161156707543
"hepA(alr2835)"	1.26536316388152	6.20137856262053	20.2825999003511	30.0579406061374	17.0398365156046	9.92442083305064	4.37473556419197	2.46867693390065	1.3954948860504	0.831288345470694	0.611870759342123	0.521868735378926	0.900957502856719	0.294246557313019	0.735165963969618	0.733936366976688	0.760780467945217	1.59943833495816
"rpoC1(alr1595)"	1.20637261304466	3.55920391544133	4.068474094408	5.32344390195829	4.1897082846956	2.85966551314824	2.27672293208713	4.87982420574194	9.99000948579335	7.68878180358572	6.32937781129894	5.6938670443113	5.43132718374883	5.03692415828413	6.94817494476563	7.62496609214514	7.53504821419768	9.35810780134408
"rpoC2(alr1596)"	1.01557216001272	4.31160430285423	7.72998606776631	9.40711547378622	4.82479070630778	2.5164961873527	1.89773051206411	5.17549662672031	10.2606437996602	7.3380002823916	5.9890600389186	5.19371938468248	4.76861464102553	4.45888064746811	6.24723124523355	6.12951599299736	5.91268574601068	6.82285618474753
"sigA(all5263)"	1.22685705399909	3.58802829097323	5.14494577741939	5.63228833970273	3.84809550310386	2.72304052721957	2.44679668418945	4.95485172156136	9.4158248200402	7.30239610750957	6.33148096706282	5.1915209749243	4.56326113817641	4.81885987190432	6.36113328605322	9.27025356057585	8.20508853778903	8.97527683779558
"hetR(alr2339)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ppc(all4861)"	1.05685042530192	3.65223222962292	5.1777184809737	6.60248798046719	8.5307975899485	7.90797144376131	5.55693140976608	10.3484280267076	16.2098831477944	6.38111026052262	4.28862228996285	3.20875464718267	2.93304845579013	2.7882891964178	3.5825245567111	3.48258110905824	3.56006434491424	4.73170440509672
"alr1448"	1.66702885391199	5.76862270455555	10.4341217642031	24.1633426073783	23.6694916066192	10.8547545084713	4.61169458585438	3.14066124310253	1.82601961737184	1.52383084217471	1.34256402950048	1.27498004042482	1.20699315469219	1.20406022281184	1.6364327057377	1.68152338742281	1.75676610262619	2.23711202314106
"alr1449"	3.12597033442357	22.6660420700101	29.3458764106198	16.2373048628171	7.33673438476131	3.94734609947959	2.79934182220241	1.82816479824043	1.24535051867183	1.04691572752967	0.824614810171545	0.987127318729957	1.10418904557769	0.951504326609761	1.13391086870628	1.21827336547133	1.23593804883788	2.96539518713981
"cyp110(alr1450)"	2.11620769510537	8.21443565677376	35.8599061441218	27.196502402425	9.21098650175201	4.4124613778499	2.16079665457833	1.67991954261537	0.959739691716585	0.795449218329599	0.870977901851163	0.802717815448406	0.744812747649197	0.625980725251322	0.811863671166652	0.951407056492204	1.12588249413128	1.45995270274203
"cpcF(alr0533)"	2.59457878609183	26.2629134688955	35.5130225916366	14.7223261928152	5.5142696183566	4.79885861401774	3.60296946478102	2.28931938039321	1.42719319102381	0.927776589067373	0.580937146015397	0.478204679889677	0.4509273226976	0	0	0	0	0.836702954318497
"cpcG1(alr0534)"	0.671802507070094	2.09939739236485	2.52711811032775	1.93137755111223	2.43749181729456	10.9445716047593	44.0189308691281	24.8370783940748	4.2869647003028	1.56990168815466	0.933928027635982	0.615057807363875	0.519762077096004	0.498230514747815	0.562203398267623	0.484160785508497	0.462500047328035	0.599522707463095
"cpcG2(alr0535)"	0.719447354494261	7.36030629934224	15.0628465032443	17.1978482014472	11.3958336424919	13.9827157892858	12.1010719175283	7.04694060984401	2.21253632702674	1.21152325163063	1.1375599136737	1.10447652047362	1.21680234931694	1.27810531401951	1.70601598047406	1.64652553292753	1.68302787834458	1.93641661443464
"cpcL(alr0536)"	0.392533478641683	2.13210418000226	4.46622807216707	7.0589800358047	9.95419964342291	14.3447354396287	10.4664714642369	8.5887953366324	4.34915484775322	2.60756540790079	2.36081796073643	2.74543446242469	3.14358221970099	3.44413894499196	4.86477702211587	5.21511659548448	6.12846316702677	7.73690172132815
"cpcG4(alr0537)"	0.817268733239331	3.04828737257035	4.01076929609984	3.31895078316316	5.47282754138545	16.4501350320359	33.1702906144142	17.7852422540703	3.20923564462355	1.54001397677243	1.05232308198155	0.88157901281331	1.00695059586438	1.02722577661772	1.36103037062959	1.62383909472158	1.91520112239672	2.30882969660065
"agp(all4645)"	0.680693410442786	6.22469686609807	24.1617033169381	39.9169400629	16.4548051612803	7.0765949450743	2.19805609660559	1.08593549150796	0.414888772486427	0.252666286220795	0.193671825935168	0.182379137040871	0.155789899197274	0.133881377336484	0.180411869123572	0.191997805744418	0.219513735541111	0.275373940526776
"pecC(alr0525)"	1.77621823409017	15.9937863751483	21.5861482829407	13.6826159167607	5.22516862332756	3.44699307922174	4.25909854708181	15.6498227487975	7.2110279837413	2.03836916211888	1.02267269042663	0.775086656569906	0.780543425911381	0.748792735582239	1.05391160508418	1.29715028790015	1.41766617848542	2.03492746681145
"psbA3(alr4592)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pecA(alr0524)"	1.97631747039017	36.7098928993763	38.6993685599526	16.3001159699352	3.34241500529124	1.15817965258668	0.493641268318502	0.402382911283559	0.196121157139687	0.195347175418389	0.068111194835554	0.0614781129133664	0.0557748985885159	0.0509868149431455	0.054935986565385	0.0621071077649341	0.0831132790080434	0.0897105356887943
"pecB(alr0523)"	1.67129239148004	31.966478716736	40.2116598714529	18.7781731537209	3.99246448498842	1.40387933364904	0.569769222473379	0.430362973807298	0.241289629215396	0.145097662701364	0.0802778376530844	0.0721692756630389	0.0598497785803932	0.0546769719871186	0.0656407837226955	0.0712517945497715	0.0655379574117626	0.120128160207395
"hglB(alr5357)"	1.05914627729886	6.75872126920907	26.0516431330927	27.4565481516102	12.105846540723	6.56052454051411	3.11980314713626	1.76745299178909	1.75582059870946	1.2813100987434	1.31677654904792	1.06856825541082	1.84612535216769	1.14636626400768	1.48636384192117	0.876979195745753	1.87258542427428	2.46941836859851
"nucA(all7362)"	2.7002797022382	31.622034080952	28.1145319986779	10.8254295759631	4.83015804445254	2.24457283114884	2.61857353331903	6.07307011290761	1.12760467264693	0.936403300835912	0.923357392999453	0.779040808275028	0.630163711604181	0.533939107107032	2.16791930400051	1.42234510328937	1.15460858193856	1.29596813764376
"gshB(all3859)"	1.45998931305727	5.1022416780122	9.07783715772327	25.5706170619047	33.2189061463504	12.7501862478193	4.00663492852645	2.3641402523679	1.08508292175437	0.80853337370103	0.931443430639612	0.567426792413922	0.427919405421894	0.355797183336561	0.483788750060969	0.541026539396449	0.501569234849032	0.746859582664702
"ftsZ(alr3858)"	2.84907494869793	29.8675197701294	32.1209723255687	15.4968553320766	5.69022557868373	2.83122937110604	1.48799730432337	1.44548527147209	0.967282287757398	0.824295123432324	0.638983838351909	0.626213532354734	0.576596291888914	0.545825350829119	0.759838167769596	0.720995285980957	0.880693568517622	1.66991665105958
"all1601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pgl(alr1602)"	8.60607581618877	52.3246889157686	22.0906445464672	7.63314815768719	2.35808422372905	1.39121249793211	0.751181775082426	0.580355968612875	0.549518946395273	0.532459995746089	0.463764686385188	0.422977642225428	0.477189577745377	0.307919796033987	0.269190635088923	0.390294446013746	0.334675292690719	0.51661708020699
"fraH(alr1603)"	19.8927457084034	63.9360565511289	10.7084564761695	3.92391847153848	0.752783273635316	0.271963528593844	0.13347843500717	0.117767698262818	0.0609481302231353	0.0438540886674886	0.0180678907931056	0.0190348328171814	0.0202035357097571	0.0122109359073606	0.0144064536398811	0.0333907421636324	0.014368640995755	0.0263446063432838
"fraD(alr2393)"	1.27089734087042	5.30574452153778	13.8712226629208	21.2401000392256	15.853572747085	9.28915340401752	4.23284924645018	2.37165819954096	1.0713465970803	0.756532269249257	0.664368254430018	1.31686815011707	1.80055821314817	2.1929356507113	2.67595291262143	3.67731465919367	4.71045361775334	7.69847151404711
"all2391"	5.8469423379213	17.8358883129047	20.0095063599908	21.1950904620582	11.8429535329682	6.70127154771022	3.23051182497004	1.91902174125802	1.07696670110367	0.954310348639424	0.786912873860237	0.806777158359768	0.843397818361934	0.766688702629842	1.11348703433054	1.18131629954693	1.37754772370296	2.51140921968314
"psbA1(alr4866)"	0.714469689028402	2.23863144939498	3.28706807217617	2.61098740154766	3.41479284718464	11.5022175499216	26.8077012006524	21.6566808114538	8.16912745899821	3.69226613804429	3.53067824790834	1.98865803685306	1.64495049326864	1.35388579404663	1.79350174394097	1.6880954036959	1.71835357536096	2.18793408652333
"petE(all0258)"	33.4982519835359	42.6144630679115	10.0225828859403	6.67484785990184	2.17694619219121	1.57123315093272	1.1013455603297	0.732987127764074	0.362192835824742	0.236466493472642	0.117469063173534	0.134919495691697	0.0968882337281508	0.0949922073895866	0.110740578772643	0.144641749253984	0.148878121241317	0.160153392944357
"leuA2(alr4840)"	1.28291866170707	4.85470619077803	14.2440818357169	29.2862386989081	23.7854281331938	10.4096329620421	4.21997890415979	2.56369166887116	1.34083262017955	0.802030393689388	0.836032703013877	0.884387944728227	0.667337856078284	0.634178222320455	0.787185174688182	0.771740854133798	0.988493234706848	1.64110394108447
"gor(all4968)"	1.24621948973898	5.49470547711187	21.9118500882533	39.0602550844856	19.2512254225092	6.11635700396095	2.0106231436393	1.01686688203423	0.618980249093444	0.633781683458524	0.318222277934563	0.322416782142891	0.296387807982663	0.275469530053328	0.336671065302998	0.310276339207163	0.334047776829866	0.445643896261112
"fbp(all4021)"	0.816880208385984	4.32461994933694	5.33406112161697	11.2965511113263	38.4264944325626	24.9713179904213	6.89860957196965	2.94807467205389	0.875201680002246	0.577044063674359	0.796047428881085	0.520518741379433	0.356407377360397	0.236391867767143	0.322723587680106	0.359256686150516	0.342791938949129	0.597007570482019
"zwf(all4019)"	0.504697402394067	2.00023327630801	3.71194604471326	5.25839260002746	19.0823994318397	44.598842940956	15.3007756222629	5.11228237170821	1.35220709366661	0.654816836781251	0.374781293548038	0.313424344686134	0.306245451977584	0.215760389613419	0.245528485014835	0.275336750751464	0.276858399914007	0.415471263837072
"tal2(all4020)"	2.86336491382377	19.574807547192	28.7705462263463	16.9798057740241	7.83821700033648	4.38940381612871	2.94714617238561	1.29011718358004	1.85567977747877	1.84095242930416	1.15632298616389	1.20901751493978	1.12986748453706	1.13735990984297	1.37667723258499	1.57002361692645	1.4728107259287	2.59787968847617
"icd(alr1827)"	0.530644658714255	5.27361737230107	35.8789152739541	40.0678120471911	11.2546348451335	3.5020376526718	1.05789861961454	0.617222541364582	0.283392212423703	0.224546320098044	0.158036356160153	0.17588665607956	0.157047528223536	0.1235130641475	0.145238958965769	0.146718781993042	0.179077909876416	0.223759201087258
"pknA(alr4366)"	5.48061544376649	19.3815933835764	33.9835173735074	18.2107435070702	6.5916294049058	3.39363983092899	1.87693627716176	1.61067836459215	1.20942204754538	0.951241715582658	0.756171654882641	0.801160432134841	1.32231435782136	0.779417873763866	0.821714783172289	0.863502012538234	0.802574469658596	1.16312706739092
"argD(alr1080)"	0.837989796862892	4.60348795644846	34.709899190081	38.1234737313522	12.1362998112069	3.8901044670804	1.48056407728054	1.06585807436036	0.555980042618007	0.31714755175419	0.268685634465804	0.24502311740157	0.259320142364108	0.230239418261048	0.246948742012902	0.270847911625952	0.313120345582288	0.445009989241441
"argC(all2498)"	1.17691333466703	17.1640132538579	45.7041752912281	22.1347965447379	7.13698590989855	2.45495797152938	1.0564882756792	0.731608545257567	0.51825217907911	0.332491511984801	0.216421583893329	0.221037554288916	0.195530240351276	0.20434150896221	0.154883287305167	0.162677434160053	0.209552158624235	0.224873414495296
"gatC(asl3192)"	1.68976100875336	30.7282835138263	37.0195256600916	15.2591677947761	4.14673921564315	2.25511601224516	1.68204535841696	1.87707663813962	0.685915166113827	0.793258434975958	0.469755883404384	0.502935366969068	0.471505255137202	0.363950585313254	0.425488484086334	0.486833757830665	0.531990571283369	0.610651292993674
"recA(all3272)"	1.95198039942503	11.8737470342859	17.7275320275407	17.2564539071782	13.1734567015504	7.90841392537117	6.31018748143509	3.11483808690776	1.75296454403734	1.20696280487386	1.05041559322674	1.44874879921418	2.02260233190591	1.53444194980654	1.94612719838819	2.19009369629829	2.57137901181848	4.95965450673624
"acpP(asr3342)"	11.9660314694171	48.2753108372685	27.0489657933884	8.62864134230402	2.24818449999624	0.797114420712623	0.308237265351249	0.236481713417215	0.105913013678521	0.0691052100000573	0.0428492629894724	0.0325638878958737	0.0415031845069514	0.0422410719868871	0.0421964109868682	0.0291636020232539	0.0328767483726944	0.0526202657040229
"gap2(all5062)"	0.851201538808617	10.1545271795329	28.3247486251368	29.6724523750499	14.1022223738492	5.83017009457851	1.98874746180351	1.32041146087602	0.811932863824938	0.596496141557814	0.617161021193846	0.586327305356777	0.541534644200879	0.573405335205272	0.800161894800244	0.942861572843453	1.02565774591392	1.25998036546742
"rca(alr1533)"	1.8296697814743	11.922373424507	23.4780379394774	20.4165900028578	12.026411018922	7.27159859974356	3.59518135922733	2.37257839951936	1.21203612671617	0.868976834950301	0.879219530325899	1.17212110668054	1.30541854016414	1.20342568007617	1.71076461420465	1.9582559127597	2.20927100805172	4.56807012034201
"petH(all4121)"	2.01170217870682	14.5240468251877	10.5489834223021	5.86233462026645	3.66664689579832	4.94802754615622	12.1072258141778	28.2936646961704	10.1098953840675	2.57485193733888	0.949684895860209	0.663222940393822	0.447290726051559	0.432926633360046	0.57008098230744	0.562008106368257	0.526074655584967	1.20133173990145
"tal(all2563)"	7.11039574268268	39.3491013652519	25.1794004252261	18.9473676340943	5.11149870825602	1.79754619976095	0.682037333458917	0.479675056410883	0.240776966095216	0.174832794191565	0.115192291290728	0.0970964638306355	0.101878583557539	0.0892273044416415	0.0960092429713442	0.105025996418172	0.0855209080351093	0.237416984026207
"psaF(all0109)"	1.27348312553607	5.13413079877505	5.17328565401267	3.16992506614427	1.46801770983992	1.2913935390852	3.30265614127007	7.63336319202689	5.71600006872484	4.4491974044165	5.38831718511734	5.89792522121618	7.0686874014745	8.51818248051218	9.36089300605849	7.47656469815458	7.84798257090449	9.82999473673076
"psaB(alr5155)"	0.109178490494687	0.667946860738666	0.912740951381621	0.898621117517235	0.800147436795158	1.46720062367546	4.69880368933317	9.4427304297842	7.85507807350837	5.53094528573829	5.45734188707951	5.64119545118866	5.38651525816725	6.24596774414121	9.59344159444892	10.6840228293273	11.1910264755279	13.4170958011524
"bchI(all0152)"	5.07938694219077	40.2119895222095	28.943225606423	10.4608925722382	3.55536746252568	1.81781416540203	1.17536154421627	1.0008088808214	0.717715937902763	0.997321483920185	0.549781008279315	0.684473504972427	0.546431144992926	0.493384080079242	0.657758878374714	0.74766253757131	0.798620012612166	1.56200471526812
"cphA1(all3879)"	1.42922534044871	5.39339441277733	7.84640728109641	10.1973935754259	21.1073037528754	22.4839655793595	9.72345953970219	5.3903335389829	2.54623644111833	1.60516525872189	1.19765721999785	0.993318974020201	1.0085384991075	0.884196720000985	1.17155190994702	1.42332010873632	1.35420601434221	4.24432583333936
"psaD(all0329)"	3.41656337859505	6.80210886895418	3.08813575555095	1.77586364263536	0.991781295823784	1.34296104560071	4.24093369505271	9.63376225336589	5.88141576692554	3.93122982777326	4.38518999900149	4.67967448567402	6.18432943624886	6.03843419972757	8.29678610584008	8.1061892356485	9.5401534878695	11.6644875197126
"psaE(asl4319)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"psaA(alr5154)"	0.211475416549587	1.055469231924	1.26051753866162	1.29814857355848	1.17166149128269	1.58953948187579	4.3889661246574	8.92617235623911	7.27042292878177	5.15964727819003	5.34873312477699	5.36267288382287	5.11925490653643	5.8968919153203	8.76752968574929	10.8968485825161	11.636116570877	14.6399319086805
"psaL1(all0107)"	1.05223468175957	9.58905427774144	20.9341246410476	9.25365628169807	3.48261883194146	3.35161168847477	6.54351935312655	11.9908488801121	6.31580018204793	4.29864056504481	2.97647857885314	2.60121377777634	2.55381732516771	2.16346688843341	2.9013266562081	2.76101426594134	3.077842293338	4.15273083128768
"glk(alr2973)"	1.0143731174938	18.3760734870488	42.8842136824216	17.994427410069	4.82618220351195	2.68661670594728	2.38301273917761	3.71684794657434	1.76315646948056	0.92209212614477	0.528676902305385	0.4607976260068	0.399515704641527	0.33064974863186	0.411057318064996	0.372425867497229	0.381379771085122	0.548501173897242
