"ID"	"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"	"Gene"	"new_Gene"	"Feature.Subtype"	"Sample"
"cpcA(alr0529)"	"cpcA_rnase"	0.568049926083413	6.47965616401469	10.8450214738342	13.3328876770213	15.4804608255759	21.3895068326131	19.4775678049162	7.79074312533186	2.18884226990289	0.788004745069657	0.365226794218758	0.256405106529541	0.18432059071398	0.178238158317247	0.196066070531911	0.149974576279539	0.157939525198272	0.171088333847583	"cpcA"	"cpcA(alr0529)"	"Protein"	"rnase"
"cpcC(alr0530)"	"cpcC_rnase"	0.246952453471451	1.65685742872482	4.88967096817545	8.31466347531837	13.936990547258	21.1845104529017	17.5129210696861	13.0364774101725	3.71414044903219	1.65993154422572	1.03842598068047	1.09805210329196	1.07798313598775	1.58217752575435	2.26201628322875	2.02080305173336	2.3054110391889	2.46201508116816	"cpcC"	"cpcC(alr0530)"	"Protein"	"rnase"
"cpcD(asr0531)"	"cpcD_rnase"	2.42204731965881	10.7661949876063	18.9024087967423	22.3959691442316	14.4433438396999	12.7813284970487	11.911470680076	3.4218329052153	0.803468755543446	0.343564377899901	0.192287383395891	0.160996470396487	0.161860955939407	0.140177394713503	0.163742040779902	0.200732131723725	0.285539478400483	0.503034840928438	"cpcD"	"cpcD(asr0531)"	"Protein"	"rnase"
"cpcE(alr0532)"	"cpcE_rnase"	2.14216569085799	29.7008030846748	36.3206949966116	13.4253728054536	4.92190039657325	2.57230188231126	1.40639889167979	1.35382762846767	0.825007415350652	0.804807165304808	0.707624025182698	0.658197779904202	0.683412999298821	0.64058176326352	0.751163717736565	0.66993474536847	0.794957273167941	1.62084773879246	"cpcE"	"cpcE(alr0532)"	"Protein"	"rnase"
"petB(alr3421)"	"petB_rnase"	1.93606476931133	5.87161811902172	11.3613258356991	21.4525936524914	15.4120367166286	20.4043508428897	10.5536304206707	4.06972116575046	2.02964992761529	1.0912977889074	0.877292618365809	0.636257397521268	0.782487331291141	0.51311021933988	0.585103898533038	0.614701834739149	0.677959500081762	1.13079796114239	"petB"	"petB(alr3421)"	"Protein"	"rnase"
"petF(all4148)"	"petF_rnase"	32.0506904760443	45.3571401960636	15.0661492671083	5.09940117635098	1.11278522458944	0.448205236211183	0.171441965962161	0.153022933251511	0.0913985824742638	0.0678825603335521	0.047068284853471	0.0397405986213466	0.0358242725379837	0.0267189131928131	0.0444757753174099	0.035172878614776	0.0405262119031515	0.11235544656967	"petF"	"petF(all4148)"	"Protein"	"rnase"
"isiB(alr2405)"	"isiB_rnase"	17.6564035232993	52.7161542845261	20.5032008200479	6.52165080114622	1.52512810865703	0.499436958624305	0.219267068183257	0.146597082235792	0.0442054096635802	0.0276632871061543	0.0172059178615509	0.0176761355882419	0.0187707360890158	0.0133963161094432	0.0159990007545667	0.0157309165863388	0.0159846418800183	0.025528991641199	"isiB"	"isiB(alr2405)"	"Protein"	"rnase"
"cytA(alr4251)"	"cytA_rnase"	26.8173732622858	30.5839171620669	19.3417883249953	9.98777554469053	3.4310034726506	2.01110608445703	1.26474365636847	1.14097832838471	0.75640745596751	0.733195928326246	0.595114722372849	0.53090435600388	0.487194752884136	0.295971492248197	0.489648969646601	0.423026167051939	0.484913745650326	0.624936573948946	"cytA"	"cytA(alr4251)"	"Protein"	"rnase"
"psaC(asr3463)"	"psaC_rnase"	1.03181463748914	2.84483052562042	3.67093520646901	2.26700636779445	1.31567962884524	3.17776970828176	11.5357178990167	13.1624403071242	7.17692149953579	5.06696493847431	3.88612603814836	3.48789449216001	3.57039931516915	4.91697982186583	7.66353422932541	7.24727073964465	8.21194396357649	9.76577068145909	"psaC"	"psaC(asr3463)"	"Protein"	"rnase"
"avaIR(all3631)"	"avaIR_rnase"	1.53746112562506	8.5390175306373	36.9414607716112	25.6168597518947	8.80921076605765	4.29164905020058	2.61598227870859	2.34753103635881	1.32460254269711	1.22194830821917	0.860752634589413	0.782545660334534	0.887174407435936	0.672787628371994	0.767168695349254	0.797026585235342	0.817206692856338	1.16961453381704	"avaIR"	"avaIR(all3631)"	"Protein"	"rnase"
"rpsU1(asr0742)"	"rpsU1_rnase"	1.12999194069906	2.53782590718774	2.8138729021102	2.67357978775093	1.22040752187267	0.96859744755988	0.696735926207099	0.725281184296163	0.645803748106833	0.922104308299254	1.1115775963697	1.22312148790188	2.70776720215243	8.90694007826663	34.7237896630119	13.8379290803343	12.8138798896615	10.3407943282118	"rpsU1"	"rpsU1(asr0742)"	"Protein"	"rnase"
"ssb1(alr0088)"	"ssb1_rnase"	1.13293336191394	16.3062283892872	36.6232363592776	19.550794634233	7.77483181471836	4.80986520698515	3.40702151595315	2.53843489458744	1.38300318049641	0.933545986773901	0.628096741212675	0.542550364855032	0.552245278401628	0.534584388504207	0.699845294054489	0.749417361198386	0.832748975893612	1.00061625165385	"ssb1"	"ssb1(alr0088)"	"Protein"	"rnase"
"trxM1(alr0052)"	"trxM1_rnase"	34.5990222880858	33.6854044209136	16.9660345987105	7.0570655286599	2.09242572285128	1.08533314883584	0.620944013673717	0.464962877131304	0.275379351895639	0.234649653959871	0.205002563935286	0.215273161749782	0.169588699094169	0.152978644302088	0.204389846715964	0.293718077877044	0.420611077858335	1.25721632374979	"trxM1"	"trxM1(alr0052)"	"Protein"	"rnase"
"ntcA(alr4392)"	"ntcA_rnase"	2.24247796185329	25.0522037196573	31.627595674878	15.2252316426393	6.71586549444599	4.11424861561864	2.15831995576209	1.53490978569735	0.960218872133002	0.892035152599551	0.676168678722484	0.75472611812668	0.91116076671798	0.735550651390843	1.07925277069846	1.30019448060135	1.36708228863196	2.65275736982584	"ntcA"	"ntcA(alr4392)"	"Protein"	"rnase"
"atpI(all0010)"	"atpI_rnase"	1.10788963765408	9.84927682101605	32.060936676814	21.2199958052193	9.87189254767446	5.03848631766555	2.13002093372442	1.39686499196896	1.26458400000702	1.12869399967068	1.27257874351675	1.25107837925255	1.49934300791729	1.85209922152953	2.36690197631067	2.33128157123909	2.21601076263567	2.14206460618387	"atpI"	"atpI(all0010)"	"Protein"	"rnase"
"atpA(all0005)"	"atpA_rnase"	0.260670884992546	2.69138471524329	7.82795800261227	5.97434857494908	3.58123672918553	3.16878410538759	12.0807700873872	27.8071526555227	8.32127213079734	4.84912411859774	3.36979659503845	3.06498655442417	2.57827242286161	3.21197223106324	3.96356063841991	2.68494836741348	2.42376619331524	2.13999499278854	"atpA"	"atpA(all0005)"	"Protein"	"rnase"
"atpD(all0006)"	"atpD_rnase"	2.42212984309464	20.0279713872289	22.1359676686947	9.20382451658162	3.07724805387088	1.99138393774756	2.3878622989161	6.3602944184314	4.0500323153327	3.65409174679608	3.19140977141013	3.484222094719	3.28646187436152	3.36135632173651	3.38814244122854	2.91092479855163	2.6521406600124	2.41453585128567	"atpD"	"atpD(all0006)"	"Protein"	"rnase"
"atpF(all0007)"	"atpF_rnase"	1.16019465314722	15.3312057051603	36.2267350461136	18.0116853492052	6.28589121161736	3.03028351206565	1.42531263263105	1.14467894155714	1.17912957847519	1.37223521321728	1.30099286981802	1.42787417597009	1.49745581800792	1.86634825558849	2.14070528808544	2.13496449434083	2.3694363863279	2.09487086867137	"atpF"	"atpF(all0007)"	"Protein"	"rnase"
"atpC(all0004)"	"atpC_rnase"	0.75184578657776	2.74105773279652	5.59584429785809	7.15368860104522	8.07481952942943	5.10501739440558	10.8132561349643	25.8856225620856	7.14559250332715	4.64284279553679	3.59518256087345	3.39749102192689	2.660948131807	2.85250866958123	3.04161784528293	2.36010691882428	2.28034066063643	1.90221685304135	"atpC"	"atpC(all0004)"	"Protein"	"rnase"
"atpG(all0008)"	"atpG_rnase"	1.57845092584369	13.0031945918904	28.0061963750313	16.2829390471481	6.75577867351234	3.22779850169535	1.60585947120578	1.64968328145824	1.8175052961019	2.02262634575821	2.08007471590314	2.35825463634142	2.59418378566984	3.13639658351588	3.89751698347872	3.34737828740135	3.48043657297732	3.15572592506703	"atpG"	"atpG(all0008)"	"Protein"	"rnase"
"nifS(all1457)"	"nifS_rnase"	1.99038590952663	16.4433227791421	33.6181092339976	19.6923543789786	8.76573077894754	4.9594839730268	2.27659042544589	2.0138764124984	1.36636315667794	1.04713976177798	0.964661916086365	0.963217627416593	0.82269607332143	0.573803459911025	0.918324028025805	1.12060066951627	0.867427697636332	1.59591171806677	"nifS"	"nifS(all1457)"	"Protein"	"rnase"
"psbO(all3854)"	"psbO_rnase"	1.46378357917395	28.8965373939887	41.5709440673603	16.4548824256895	5.18949363249108	2.28693600412444	1.016777949327	0.523091199691016	0.283497524943019	0.201001020611426	0.164635378206049	0.169790434149206	0.166092105884531	0.199264698868527	0.268736702835403	0.376268380260116	0.352578495071949	0.415689007323808	"psbO"	"psbO(all3854)"	"Protein"	"rnase"
"hesB(all1431)"	"hesB_rnase"	18.6297275264263	36.5224103165062	19.1136161450926	9.23063552035374	3.58828708123437	2.40155678689151	1.42107401291965	1.34740570372929	1.34915543888039	0.947687488672078	1.4054579126752	1.81646177732138	0.653663089689037	0.129494812759976	0.12334900899272	0.155282018155726	0.169949981435371	0.994785378264568	"hesB"	"hesB(all1431)"	"Protein"	"rnase"
"psbB(all0138)"	"psbB_rnase"	0.38757133285594	1.31652714758845	3.98762450128918	8.34607746414133	6.84181453795357	21.5053179438258	25.6706352341234	12.9011031478783	5.35564479628168	2.94335763596971	1.70388285570762	1.24480410296997	0.942763403099099	1.15645326797779	1.40483497903878	1.27392488600403	1.43317583078947	1.58448693250586	"psbB"	"psbB(all0138)"	"Protein"	"rnase"
"trxX(all2341)"	"trxX_rnase"	19.5838371954075	37.8769561439931	20.2728678093782	8.99538362767779	3.61269371822897	1.9228991296362	0.963381971709482	0.800159721478409	0.495213354633766	0.393810923014437	0.341031076940911	0.360566313493302	0.383434561540554	0.292825155678344	0.47106207141849	0.673316083005858	0.747396089727022	1.81316505303768	"trxX"	"trxX(all2341)"	"Protein"	"rnase"
"hepA(alr2835)"	"hepA_rnase"	1.35463074840246	5.43998194259801	23.0688525333294	30.8046205649919	14.6863420537851	8.66457441147979	3.77023148589751	2.57137702986701	1.20722078321661	1.12259493332525	0.807517396061513	0.737227891252615	0.952416247544526	0.781301658009096	0.885349586037598	0.945127524631574	0.96750463789364	1.23312857167647	"hepA"	"hepA(alr2835)"	"Protein"	"rnase"
"rpoC1(alr1595)"	"rpoC1_rnase"	0.978828367656003	2.45744094366951	3.35485619579417	4.56904468258538	3.39740500849062	2.65663695794391	3.29766959891483	10.6605377847246	12.8317793728162	8.77304149335876	6.15357879308985	5.02581415608677	4.7481150828927	5.59528073876422	6.99932092174244	5.57713680712552	5.93155442428232	6.99195867006227	"rpoC1"	"rpoC1(alr1595)"	"Protein"	"rnase"
"rpoC2(alr1596)"	"rpoC2_rnase"	1.09353986820486	3.85543538291634	7.22472161242338	8.83161232987012	4.34617611044854	2.85141142427586	3.22381007082884	10.3903300100191	12.4688998001164	8.70495725546867	5.60480535667636	4.59688037879195	3.66468059502977	4.41422106246903	5.23574240408398	4.33579363316296	4.46469134725207	4.69229135796179	"rpoC2"	"rpoC2(alr1596)"	"Protein"	"rnase"
"sigA(all5263)"	"sigA_rnase"	1.17705006799899	3.74950653016841	5.80750579270038	6.05510270314421	3.34130593492251	2.65958945776501	2.72700559645447	8.39462485022636	10.2149150999384	7.82489273748806	5.71265811550738	4.79823293169424	4.22952606627808	6.20193417294693	8.38064604235503	5.81772629239878	6.04246008406329	6.86531752394944	"sigA"	"sigA(all5263)"	"Protein"	"rnase"
"hetR(alr2339)"	"hetR_rnase"	3.48148900568962	11.5058972535795	23.6209849386998	19.6428264282101	11.9499146948399	5.55342546341944	2.61820453450246	3.31419196020265	2.1735530585021	1.39934895104319	1.7674851222615	1.7327125190528	1.31546512111135	1.71013034910332	1.21566391942862	2.08092906486823	2.11897048132467	2.79880713416074	"hetR"	"hetR(alr2339)"	"Protein"	"rnase"
"ppc(all4861)"	"ppc_rnase"	0.931218382810375	2.95365694921956	5.10332552189802	8.30361357378674	11.1814773592403	8.48694294688611	5.38139119090435	17.317084185302	12.460862136831	5.83132713144237	3.05358042859947	2.40210630740233	1.93576805883045	2.19116438953576	2.75538655276155	2.65872725584323	2.92192240152927	4.13044522717716	"ppc"	"ppc(all4861)"	"Protein"	"rnase"
"alr1448"	"alr1448_rnase"	1.20172126154205	4.19907671858673	8.39481269368122	30.9121969004731	26.2172168589391	9.37785549295118	4.21781832435338	2.77300660491782	1.55951582773468	1.30516197970155	1.10781119347503	1.00599484331901	1.06195427220411	0.924809500513733	1.30448559786185	1.36718235453744	1.43198476970108	1.63739480550699	"alr1448"	"alr1448"	"Protein"	"rnase"
"alr1449"	"alr1449_rnase"	4.14911720119798	23.9792547286325	26.6000025621688	15.3514153164564	6.67666407730014	3.90246962207628	2.19798329068737	1.94763780620766	1.24331996534934	1.03843835884369	0.888567520135913	0.93764704084496	0.920769061205009	0.774787447624792	1.07946682375186	1.56263026695251	1.44013197300589	5.30969693755894	"alr1449"	"alr1449"	"Protein"	"rnase"
"cyp110(alr1450)"	"cyp110_rnase"	1.26992996469249	8.63653016271985	36.2467577170706	23.7386402734949	8.11212293056798	4.24174453308609	2.33121815815544	2.02148188419779	1.07670354952409	1.03612085740988	1.98112890311352	0.842627208745319	1.85328601558446	0.745633431207469	1.28177972783276	0.996527531908291	2.09108932973579	1.49667782095329	"cyp110"	"cyp110(alr1450)"	"Protein"	"rnase"
"cpcF(alr0533)"	"cpcF_rnase"	3.18680708046289	16.7955851830249	19.0755265164752	13.3696005733976	7.49906619013113	6.26956415628641	6.13430674997619	6.27953890616612	4.00485633748921	3.03631492914604	2.4604701487582	2.15011847011417	1.88059326734896	0.906968302247257	1.15619845960284	1.28988574495516	1.49008001546649	3.01451896895128	"cpcF"	"cpcF(alr0533)"	"Protein"	"rnase"
"cpcG1(alr0534)"	"cpcG1_rnase"	0.650029378029978	1.87522818146042	2.58615670033081	2.3199373935437	3.36502155407365	21.0848042478535	42.8433583085116	15.0409937060161	3.43970139543343	1.30797276656527	0.698831527368144	0.57209759521924	0.556191584116636	0.74783492967423	0.952752084771157	0.604383725762318	0.616465928413687	0.73823899285617	"cpcG1"	"cpcG1(alr0534)"	"Protein"	"rnase"
"cpcG2(alr0535)"	"cpcG2_rnase"	0.655896501062378	5.35817549925108	18.3061232058143	24.6749999939528	14.1217630453381	12.051279469993	7.64581810229947	4.26603413125177	1.78809192021076	1.35229153450582	0.999309235818681	1.06898107516622	0.955962824572776	1.13593952938109	1.32474140875253	1.31429912102771	1.46422654508993	1.51606685651148	"cpcG2"	"cpcG2(alr0535)"	"Protein"	"rnase"
"cpcL(alr0536)"	"cpcL_rnase"	0.608441763676693	2.30143034595821	5.69203081897924	11.949502079101	16.8984269380013	16.6427599596977	9.69320163708178	6.43836883597772	3.25820277880595	2.55450426444627	1.92241804862427	2.0758787537025	1.999495039038	2.49512129848002	3.24724316910122	3.60654185558055	3.99258587271172	4.62384654103578	"cpcL"	"cpcL(alr0536)"	"Protein"	"rnase"
"cpcG4(alr0537)"	"cpcG4_rnase"	0.433647808345699	1.94708461382033	3.23949770825775	4.14061345816028	7.60210177358977	27.0899812140312	31.4205685731543	8.59806563921991	2.79902280890929	1.82591229905639	1.05719730630259	0.968065272866622	0.890948337414321	1.11274317222041	1.49582585663064	1.52475167128446	1.76383201698895	2.09014046974712	"cpcG4"	"cpcG4(alr0537)"	"Protein"	"rnase"
"agp(all4645)"	"agp_rnase"	0.5917321165066	5.36916079297039	27.6041584620128	43.2669894349585	13.4839212110135	5.28583296521041	1.54994972389269	0.744169426310997	0.364237742470779	0.260077296290619	0.176528801445928	0.189739866470154	0.141844311168328	0.197725009702008	0.1705589061363	0.175310652409305	0.183093383595563	0.244969897435192	"agp"	"agp(all4645)"	"Protein"	"rnase"
"pecC(alr0525)"	"pecC_rnase"	1.60497288004923	12.9484323346122	17.6632074451665	11.9021278793561	5.62067883808734	3.87187746421418	8.03563938997347	21.6993515596081	5.61517702975957	2.07557337887911	0.978687113727617	0.759920424189019	0.674846294046317	0.88467533476674	1.32937822139373	1.19411192674846	1.38543809935609	1.75590438606615	"pecC"	"pecC(alr0525)"	"Protein"	"rnase"
"psbA3(alr4592)"	"psbA3_rnase"	0.572911513334691	1.53902317048841	2.01469047624688	1.67920912574621	6.47326756916102	21.836392324024	28.2764646261581	15.8033321850381	6.32779801283363	3.35525101534251	1.89361664700903	1.53595155913105	1.26473248211182	1.28278185757494	1.66311873766491	1.37078375739944	1.48483672104431	1.62583821969091	"psbA3"	"psbA3(alr4592)"	"Protein"	"rnase"
"pecA(alr0524)"	"pecA_rnase"	2.65957790631519	36.7331103624925	38.9642801993964	14.2972652326757	3.66586920379598	1.22337643347377	0.684916243608377	0.648691967480363	0.236025015769455	0.126903713977603	0.0885481368651586	0.0966378665907264	0.094362242858074	0.0781264492348749	0.0722076085370962	0.105123436821767	0.0880810330850205	0.136896947021935	"pecA"	"pecA(alr0524)"	"Protein"	"rnase"
"pecB(alr0523)"	"pecB_rnase"	2.14383485197234	31.2717190404523	40.600485756736	16.2146650202071	4.34940669663095	1.76463222630109	1.00370423851299	1.05606271715072	0.394118549463429	0.233488122271102	0.136357703085557	0.1279721990676	0.103210693687593	0.110708142694263	0.119372610363715	0.106848900146317	0.11495595988081	0.148456571376104	"pecB"	"pecB(alr0523)"	"Protein"	"rnase"
"hglB(alr5357)"	"hglB_rnase"	1.11060238161702	5.87658192029203	30.8527985270038	27.312323988431	11.1772246158486	5.64305968811614	2.72329645222832	1.88178580564044	1.60238310032381	1.08302050064696	0.906847934149493	0.904359573843517	1.05388580441852	0.829794020626207	1.01574868972702	1.20619235711388	1.59304121245489	3.22705342751829	"hglB"	"hglB(alr5357)"	"Protein"	"rnase"
"nucA(all7362)"	"nucA_rnase"	3.62075471114162	37.4168042387346	31.3838559199088	14.2494731426136	5.16084542213109	2.35548059287985	1.06329469286676	1.10222133861169	0.513342821039436	0.426133545122117	0.335571426975335	0.413136264793093	0.226219362026465	0.295162551044686	0.453555525363001	0.29743332715151	0.273110659005956	0.413604458590419	"nucA"	"nucA(all7362)"	"Protein"	"rnase"
"gshB(all3859)"	"gshB_rnase"	0.882467954152801	3.14754316059704	8.39901347017578	41.7373118816031	29.0866395397615	9.1296001525216	2.78216669943594	1.34395715651736	0.57657561692386	0.501508047288641	0.347963262636102	0.326789422812393	0.262705238066422	0.222109327114819	0.32944234765319	0.298685559741445	0.272101034742067	0.353420128255995	"gshB"	"gshB(all3859)"	"Protein"	"rnase"
"ftsZ(alr3858)"	"ftsZ_rnase"	3.41668420915882	30.3377552538502	30.5830518285135	15.9562228078435	6.00069052264749	3.03218388537836	1.58654500239093	1.29169522707545	0.769697055782639	0.697870636273626	0.506732593096008	0.533919135726537	0.443497550149299	0.431583139524809	0.640943461674891	0.761398246361628	0.954842678564261	2.05468676598798	"ftsZ"	"ftsZ(alr3858)"	"Protein"	"rnase"
"all1601"	"all1601_rnase"	2.0092571532223	14.527924157579	32.4789736541682	20.4425657054887	9.70384327910953	4.33157450207173	2.70095153409131	2.43913891999245	1.84449410659598	1.25440991364515	0.754754452057636	0.643763045998809	0.626468859663353	0.520144831319505	0.799331479890055	0.974690169506576	1.49899611571566	2.448718119884	"all1601"	"all1601"	"Protein"	"rnase"
"pgl(alr1602)"	"pgl_rnase"	11.3131033192489	49.3516472538345	22.3624049921278	8.38211249742797	2.45782103045632	1.35574513529165	0.750708625221439	0.82267695511738	0.344273433070528	0.360644883774322	0.282303229367984	0.316895974540981	0.289462400525349	0.251356035522537	0.175563538363903	0.347176577109576	0.34737733848155	0.488726780517323	"pgl"	"pgl(alr1602)"	"Protein"	"rnase"
"fraH(alr1603)"	"fraH_rnase"	26.6744125979768	48.93606741398	12.9718768015421	4.88676783296888	1.48317345115557	0.819177311253113	0.630078448325714	0.555060314396491	0.295253643965877	0.248500162732133	0.262837855329437	0.190665659917864	0.220706821686688	0.196591197673103	0.182023517843429	0.683049086986728	0.209397058102501	0.554360824163519	"fraH"	"fraH(alr1603)"	"Protein"	"rnase"
"fraD(alr2393)"	"fraD_rnase"	1.7702237896965	5.40447892872818	13.9620113187331	19.4467632854304	13.7845613947788	7.68251969010407	3.23727159026491	2.36338096394157	1.45979066853598	1.12594496910103	1.00547430713876	2.47222286369927	2.93039071984977	2.96230163123825	4.24208264947618	4.28666385061606	5.11088932374524	6.75302805492189	"fraD"	"fraD(alr2393)"	"Protein"	"rnase"
"all2391"	"all2391_rnase"	6.17561585454765	16.4962759185997	20.6600616587773	21.7275348189096	11.5765986169499	6.62118544008997	3.13699582984011	2.03100579314628	1.07465972684067	0.882527769942994	0.763126484346548	0.774565789145353	0.719728906326941	0.774317486791141	0.955238782852794	1.20850737232621	1.56013952601399	2.8619142245528	"all2391"	"all2391"	"Protein"	"rnase"
"psbA1(alr4866)"	"psbA1_rnase"	0.741788245527121	2.0027313691731	2.93641080601405	3.0339637389727	6.2494559278201	21.5547362264923	26.3489048566827	13.8517789506442	6.11527283114782	3.58593296103562	2.05505402691822	1.87016355385066	1.26188998561068	1.65790259256656	1.71401082416635	1.60219684858628	1.61436056996093	1.80344568483064	"psbA1"	"psbA1(alr4866)"	"Protein"	"rnase"
"petE(all0258)"	"petE_rnase"	35.7945522111638	31.5726697401688	19.3003948371319	6.31769323779649	2.41511837634146	1.2399281302555	0.815174660344571	0.695206821188165	0.294084506426478	0.252157088973926	0.176056503789695	0.140987862236273	0.165427065095278	0.105190996014753	0.160712312958499	0.152996962143423	0.159591735814698	0.242056952156321	"petE"	"petE(all0258)"	"Protein"	"rnase"
"leuA2(alr4840)"	"leuA2_rnase"	0.983375810023217	4.42070625053466	13.5308743058664	36.7743539779658	21.7349239324718	8.67393918376017	3.73406304232141	2.5488034797872	1.16167673250299	0.903589231295804	0.677875727686775	0.533359104805403	0.668965088174264	0.596959731890693	0.623063269878253	0.666015779214613	0.665141446569181	1.10231390525142	"leuA2"	"leuA2(alr4840)"	"Protein"	"rnase"
"gor(all4968)"	"gor_rnase"	1.05742486096305	3.83014706558591	26.8789339257017	41.9732321541757	13.6988364426901	5.03102909391413	1.72458961525593	1.0964122356724	0.724630749061725	0.628917792748156	0.407528072841789	0.39137503606894	0.452919273578305	0.323607014924447	0.369806723728546	0.380439176349854	0.391836221193771	0.638334545545546	"gor"	"gor(all4968)"	"Protein"	"rnase"
